Model,Cores,Threads,Base Clock (GHz),Boost Clock (GHz),TDP (W),Socket,Platform,Integrated Graphics,L3 Cache (MB),Manufacturer
Intel® Core™ i5-4460T Processor,4.0,4.0,1.9,2.7,0.0,FCLGA1150,Desktop,Intel® HD Graphics 4600,6.0,Intel
Intel® Core™ i5-4570 Processor,4.0,4.0,3.2,3.6,0.0,FCLGA1150,Desktop,Intel® HD Graphics 4600,6.0,Intel
Intel® Core™ i5-4570R Processor,4.0,4.0,2.7,3.2,0.0,FCBGA1364,Desktop,Intel® Iris® Pro Graphics 5200,4.0,Intel
Intel® Core™ i5-4570S Processor,4.0,4.0,2.9,3.6,0.0,FCLGA1150,Desktop,Intel® HD Graphics 4600,6.0,Intel
Intel® Core™ i5-4590 Processor,4.0,4.0,3.3,3.7,0.0,FCLGA1150,Desktop,Intel® HD Graphics 4600,6.0,Intel
Intel® Core™ i5-4590S Processor,4.0,4.0,3.0,3.7,0.0,FCLGA1150,Desktop,Intel® HD Graphics 4600,6.0,Intel
Intel® Core™ i5-4590T Processor,4.0,4.0,2.0,3.0,0.0,FCLGA1150,Desktop,Intel® HD Graphics 4600,6.0,Intel
Intel® Core™ i5-4670 Processor,4.0,4.0,3.4,3.8,0.0,FCLGA1150,Desktop,Intel® HD Graphics 4600,6.0,Intel
Intel® Core™ i5-4670K Processor,4.0,4.0,3.4,3.8,0.0,FCLGA1150,Desktop,Intel® HD Graphics 4600,6.0,Intel
Intel® Core™ i5-4670R Processor,4.0,4.0,3.0,3.7,0.0,FCBGA1364,Desktop,Intel® Iris® Pro Graphics 5200,4.0,Intel
Intel® Core™ i5-4670S Processor,4.0,4.0,3.1,3.8,0.0,FCLGA1150,Desktop,Intel® HD Graphics 4600,6.0,Intel
Intel® Core™ i5-4670T Processor,4.0,4.0,2.3,3.3,0.0,FCLGA1150,Desktop,Intel® HD Graphics 4600,6.0,Intel
Intel® Core™ i5-4690 Processor,4.0,4.0,3.5,3.9,0.0,FCLGA1150,Desktop,Intel® HD Graphics 4600,6.0,Intel
Intel® Core™ i5-4690K Processor,4.0,4.0,3.5,3.9,0.0,FCLGA1150,Desktop,Intel® HD Graphics 4600,6.0,Intel
Intel® Core™ i5-4690S Processor,4.0,4.0,3.2,3.9,0.0,FCLGA1150,Desktop,Intel® HD Graphics 4600,6.0,Intel
Intel® Core™ i5-4690T Processor,4.0,4.0,2.5,3.5,0.0,FCLGA1150,Desktop,Intel® HD Graphics 4600,6.0,Intel
Intel® Core™ i5-5575R Processor,4.0,0.0,2.8,3.3,0.0,FCBGA1364,Desktop,Intel® Iris® Pro Graphics 6200,4.0,Intel
Intel® Core™ i5-5675C Processor,4.0,0.0,3.1,3.6,0.0,FCLGA1150,Desktop,Intel® Iris® Pro Graphics 6200,4.0,Intel
Intel® Core™ i5-5675R Processor,4.0,0.0,3.1,3.6,0.0,FCBGA1364,Desktop,Intel® Iris® Pro Graphics 6200,4.0,Intel
Intel® Core™ i5-6300HQ Processor,4.0,4.0,2.3,3.2,0.0,FCBGA1440,Laptop,Intel® HD Graphics 530,6.0,Intel
Intel® Core™ i5-6350HQ Processor,4.0,4.0,2.3,3.2,0.0,FCBGA1440,Laptop,Intel® Iris® Pro Graphics 580,6.0,Intel
Intel® Core™ i5-6400 Processor,4.0,4.0,2.7,3.3,0.0,FCLGA1151,Desktop,Intel® HD Graphics 530,6.0,Intel
Intel® Core™ i5-6400T Processor,4.0,4.0,2.2,2.8,0.0,FCLGA1151,Desktop,Intel® HD Graphics 530,6.0,Intel
Intel® Core™ i5-6402P Processor,4.0,4.0,2.8,3.4,0.0,FCLGA1151,Desktop,Intel® HD Graphics 510,6.0,Intel
Intel® Core™ i5-6440EQ Processor,4.0,4.0,2.7,3.4,0.0,FCBGA1440,Other,Intel® HD Graphics 530,6.0,Intel
Intel® Core™ i5-6440HQ Processor,4.0,4.0,2.6,3.5,0.0,FCBGA1440,Laptop,Intel® HD Graphics 530,6.0,Intel
Intel® Core™ i5-6442EQ Processor,4.0,4.0,1.9,2.7,0.0,FCBGA1440,Other,Intel® HD Graphics 530,6.0,Intel
Intel® Core™ i5-6500 Processor,4.0,4.0,3.2,3.6,0.0,FCLGA1151,Desktop,Intel® HD Graphics 530,6.0,Intel
Intel® Core™ i5-6500T Processor,4.0,4.0,2.5,3.1,0.0,FCLGA1151,Desktop,Intel® HD Graphics 530,6.0,Intel
Intel® Core™ i5-6500TE Processor,4.0,4.0,2.3,3.3,0.0,FCLGA1151,Other,Intel® HD Graphics 530,6.0,Intel
Intel® Core™ i5-6585R Processor,4.0,4.0,2.8,3.6,0.0,N/A,Desktop,Intel® Iris® Pro Graphics 580,6.0,Intel
Intel® Core™ i5-6600 Processor,4.0,4.0,3.3,3.9,0.0,FCLGA1151,Desktop,Intel® HD Graphics 530,6.0,Intel
Intel® Core™ i5-6600K Processor,4.0,4.0,3.5,3.9,0.0,FCLGA1151,Desktop,Intel® HD Graphics 530,6.0,Intel
Intel® Core™ i5-6600T Processor,4.0,4.0,2.7,3.5,0.0,FCLGA1151,Desktop,Intel® HD Graphics 530,6.0,Intel
Intel® Core™ i5-6685R Processor,4.0,4.0,3.2,3.8,0.0,N/A,Desktop,Intel® Iris® Pro Graphics 580,6.0,Intel
Intel® Core™ i5-7300HQ Processor,4.0,4.0,2.5,3.5,0.0,FCBGA1440,Laptop,Intel® HD Graphics 630,6.0,Intel
Intel® Core™ i5-7400 Processor,4.0,4.0,3.0,3.5,0.0,FCLGA1151,Desktop,Intel® HD Graphics 630,6.0,Intel
Intel® Core™ i5-7400T Processor,4.0,4.0,2.4,3.0,0.0,FCLGA1151,Desktop,Intel® HD Graphics 630,6.0,Intel
Intel® Core™ i5-7440EQ Processor,4.0,4.0,2.9,3.6,0.0,FCBGA1440,Other,Intel® HD Graphics 630,6.0,Intel
Intel® Core™ i5-7440HQ Processor,4.0,4.0,2.8,3.8,0.0,N/A,Laptop,Intel® HD Graphics 630,6.0,Intel
Intel® Core™ i5-7442EQ Processor,4.0,4.0,2.1,2.9,0.0,FCBGA1440,Other,Intel® HD Graphics 630,6.0,Intel
Intel® Core™ i5-750 Processor,4.0,4.0,2.66,3.2,0.0,LGA1156,Desktop,None,8.0,Intel
Intel® Core™ i5-7500 Processor,4.0,4.0,3.4,3.8,0.0,FCLGA1151,Desktop,Intel® HD Graphics 630,6.0,Intel
Intel® Core™ i5-7500T Processor,4.0,4.0,2.7,3.3,0.0,FCLGA1151,Desktop,Intel® HD Graphics 630,6.0,Intel
Intel® Core™ i5-750S Processor,4.0,4.0,2.4,3.2,0.0,LGA1156,Desktop,None,8.0,Intel
Intel® Core™ i5-760 Processor,4.0,4.0,2.8,3.33,0.0,LGA1156,Desktop,None,8.0,Intel
Intel® Core™ i5-7600 Processor,4.0,4.0,3.5,4.1,0.0,FCLGA1151,Desktop,Intel® HD Graphics 630,6.0,Intel
Intel® Core™ i5-7600K Processor,4.0,4.0,3.8,4.2,0.0,FCLGA1151,Desktop,Intel® HD Graphics 630,6.0,Intel
Intel® Core™ i5-7600T Processor,4.0,4.0,2.8,3.7,0.0,FCLGA1151,Desktop,Intel® HD Graphics 630,6.0,Intel
Intel® Core™ i5-7640X X-series Processor,4.0,0.0,4.0,4.2,0.0,FCLGA2066,Desktop,None,6.0,Intel
Intel® Core™ i5-8250U Processor,4.0,8.0,1.6,3.4,0.0,FC-BGA1356,Laptop,Intel® UHD Graphics 620,6.0,Intel
Intel® Core™ i5-8257U Processor,4.0,8.0,1.4,3.9,0.0,FCBGA1528,Laptop,Intel® Iris® Plus Graphics 645,6.0,Intel
Intel® Core™ i5-8259U Processor,4.0,8.0,2.3,3.8,0.0,FCBGA1528,Laptop,Intel® Iris® Plus Graphics 655,6.0,Intel
Intel® Core™ i5-8260U Processor,4.0,8.0,1.6,3.9,0.0,FCBGA1528,Laptop,Intel® UHD Graphics 620,6.0,Intel
Intel® Core™ i5-8265U Processor,4.0,8.0,1.6,3.9,0.0,FCBGA1528,Laptop,Intel® UHD Graphics for 8th Generation Intel® Processors,6.0,Intel
Intel® Core™ i5-8269U Processor,4.0,8.0,2.6,4.2,0.0,FCBGA1528,Laptop,Intel® Iris® Plus Graphics 655,6.0,Intel
Intel® Core™ i5-8279U Processor,4.0,8.0,2.4,4.1,0.0,FCBGA1528,Laptop,Intel® Iris® Plus Graphics 655,6.0,Intel
Intel® Core™ i5-8300H Processor,4.0,8.0,2.3,4.0,0.0,FCBGA1440,Laptop,Intel® UHD Graphics 630,8.0,Intel
Intel® Core™ i5-8305G Processor with Radeon™ Pro WX Vega M GL graphics,4.0,8.0,2.8,3.8,0.0,BGA2270,Laptop,Intel® HD Graphics 630,6.0,Intel
Intel® Core™ i5-8305G Processor with Radeon™ RX Vega M GL graphics,4.0,8.0,2.8,3.8,0.0,BGA2270,Laptop,Intel® HD Graphics 630,6.0,Intel
Intel® Core™ i5-8350U Processor,4.0,8.0,1.7,3.6,0.0,FC-BGA1356,Laptop,Intel® UHD Graphics 620,6.0,Intel
Intel® Core™ i5-8365U Processor,4.0,8.0,1.6,4.1,0.0,FCBGA1528,Laptop,Intel® UHD Graphics for 8th Generation Intel® Processors,6.0,Intel
Intel® Core™ i5-8365UE Processor,4.0,8.0,1.6,4.1,0.0,FCBGA1528,Other,Intel® UHD Graphics 620,6.0,Intel
Intel® Core™ i5-8400H Processor,4.0,8.0,2.5,4.2,0.0,FCBGA1440,Laptop,Intel® UHD Graphics 630,8.0,Intel
Intel® Core™ i5-9300H Processor,4.0,8.0,2.4,4.1,0.0,FCBGA1440,Laptop,Intel® UHD Graphics 630,8.0,Intel
Intel® Core™ i5-9300HF Processor,4.0,8.0,2.4,4.1,0.0,FCBGA1440,Laptop,None,8.0,Intel
Intel® Core™ i5-9400H Processor,4.0,8.0,2.5,4.3,0.0,FCBGA1440,Laptop,Intel® UHD Graphics 630,8.0,Intel
Intel® Core™ i7-10510U Processor,4.0,8.0,1.8,4.9,0.0,FCBGA1528,Laptop,Intel® UHD Graphics for 10th Gen Intel® Processors,8.0,Intel
Intel® Core™ i7-10510Y Processor,4.0,8.0,1.2,4.5,0.0,UTFCBGA1377,Laptop,Intel® UHD Graphics for 10th Gen Intel® Processors,8.0,Intel
Intel® Core™ i7-10610U Processor,4.0,8.0,1.8,4.9,0.0,FCBGA1528,Laptop,Intel® UHD Graphics for 10th Gen Intel® Processors,8.0,Intel
Intel® Core™ i7-1065G7 Processor,4.0,8.0,1.3,3.9,0.0,FCBGA1526,Laptop,Intel® Iris® Plus Graphics,8.0,Intel
Intel® Core™ i7-11370H Processor,4.0,8.0,0.0,4.8,0.0,FCBGA1449,Laptop,Intel® Iris® Xe Graphics,12.0,Intel
Intel® Core™ i7-11375H Processor,4.0,8.0,0.0,5.0,0.0,FCBGA1449,Laptop,Intel® Iris® Xe Graphics,12.0,Intel
Intel® Core™ i7-11390H Processor,4.0,8.0,0.0,5.0,0.0,FCBGA1449,Laptop,Intel® Iris® Xe Graphics eligible,12.0,Intel
Intel® Core™ i7-1160G7 Processor,4.0,8.0,0.0,4.4,0.0,FCBGA1598,Laptop,Intel® Iris® Xe Graphics,12.0,Intel
Intel® Core™ i7-1165G7 Processor,4.0,8.0,0.0,4.7,0.0,FCBGA1449,Laptop,Intel® Iris® Xe Graphics,12.0,Intel
Intel® Core™ i7-1165G7 Processor,4.0,8.0,0.0,4.7,0.0,FCBGA1449,Laptop,Intel® Iris® Xe Graphics,12.0,Intel
Intel® Core™ i7-1180G7 Processor,4.0,8.0,0.0,4.6,0.0,FCBGA1598,Laptop,Intel® Iris® Xe Graphics,12.0,Intel
Intel® Core™ i7-1185G7 Processor,4.0,8.0,0.0,4.8,0.0,FCBGA1449,Laptop,Intel® Iris® Xe Graphics,12.0,Intel
Intel® Core™ i7-1185G7E Processor,4.0,8.0,1.8,4.4,0.0,FCBGA1449,Other,Intel® Iris® Xe Graphics,12.0,Intel
Intel® Core™ i7-1185GRE Processor,4.0,8.0,1.8,4.4,0.0,FCBGA1449,Other,Intel® Iris® Xe Graphics,12.0,Intel
Intel® Core™ i7-1195G7 Processor,4.0,8.0,0.0,5.0,0.0,FCBGA1449,Laptop,Intel® Iris® Xe Graphics eligible,12.0,Intel
Intel® Core™ i7-1195G7 Processor,4.0,8.0,0.0,5.0,0.0,FCBGA1449,Laptop,Intel® Iris® Xe Graphics eligible,12.0,Intel
Intel® Core™ i7-2600 Processor,4.0,8.0,3.4,3.8,0.0,LGA1155,Desktop,Intel® HD Graphics 2000,8.0,Intel
Intel® Core™ i7-2600K Processor,4.0,8.0,3.4,3.8,0.0,LGA1155,Desktop,Intel® HD Graphics 3000,8.0,Intel
Intel® Core™ i7-2600S Processor,4.0,8.0,2.8,3.8,0.0,LGA1155,Desktop,Intel® HD Graphics 2000,8.0,Intel
Intel® Core™ i7-2630QM Processor,4.0,8.0,2.0,2.9,0.0,FCPGA988,Laptop,Intel® HD Graphics 3000,6.0,Intel
Intel® Core™ i7-2635QM Processor,4.0,8.0,2.0,2.9,0.0,FCBGA1224,Laptop,Intel® HD Graphics 3000,6.0,Intel
Intel® Core™ i7-2670QM Processor,4.0,8.0,2.2,3.1,0.0,FCPGA988,Laptop,Intel® HD Graphics 3000,6.0,Intel
Intel® Core™ i7-2675QM Processor,4.0,8.0,2.2,3.1,0.0,FCBGA1224,Laptop,Intel® HD Graphics 3000,6.0,Intel
Intel® Core™ i7-2700K Processor,4.0,8.0,3.5,3.9,0.0,LGA1155,Desktop,Intel® HD Graphics 3000,8.0,Intel
Intel® Core™ i7-2710QE Processor,4.0,8.0,2.1,3.0,0.0,FCPGA988,Laptop,Intel® HD Graphics 3000,6.0,Intel
Intel® Core™ i7-2715QE Processor,4.0,8.0,2.1,3.0,0.0,FCBGA1023,Other,Intel® HD Graphics 3000,6.0,Intel
Intel® Core™ i7-2720QM Processor,4.0,8.0,2.2,3.3,0.0,FCBGA1224. FCPGA988,Laptop,Intel® HD Graphics 3000,6.0,Intel
Intel® Core™ i7-2760QM Processor,4.0,8.0,2.4,3.5,0.0,FCBGA1224. FCPGA988,Laptop,Intel® HD Graphics 3000,6.0,Intel
Intel® Core™ i7-2820QM Processor,4.0,8.0,2.3,3.4,0.0,FCPGA988. FCBGA1224,Laptop,Intel® HD Graphics 3000,8.0,Intel
Intel® Core™ i7-2860QM Processor,4.0,8.0,2.5,3.6,0.0,FCBGA1224. FCPGA988,Laptop,Intel® HD Graphics 3000,8.0,Intel
Intel® Core™ i7-2920XM Processor Extreme Edition,4.0,8.0,2.5,3.5,0.0,FCPGA988,Laptop,Intel® HD Graphics 3000,8.0,Intel
Intel® Core™ i7-2960XM Processor Extreme Edition,4.0,8.0,2.7,3.7,0.0,FCPGA988,Laptop,Intel® HD Graphics 3000,8.0,Intel
Intel® Core™ i7-3610QE Processor,4.0,8.0,2.3,3.3,0.0,FCPGA988,Other,Intel® HD Graphics 4000,6.0,Intel
Intel® Core™ i7-3610QM Processor,4.0,8.0,2.3,3.3,0.0,FCPGA988,Laptop,Intel® HD Graphics 4000,6.0,Intel
Intel® Core™ i7-3612QE Processor,4.0,8.0,2.1,3.1,0.0,FCBGA1023,Other,Intel® HD Graphics 4000,6.0,Intel
Intel® Core™ i7-3612QM Processor,4.0,8.0,2.1,3.1,0.0,FCBGA1224,Laptop,Intel® HD Graphics 4000,6.0,Intel
Intel® Core™ i7-3612QM Processor,4.0,8.0,2.1,3.1,0.0,FCPGA988,Laptop,Intel® HD Graphics 4000,6.0,Intel
Intel® Core™ i7-3615QE Processor,4.0,8.0,2.3,3.3,0.0,FCBGA1023,Other,Intel® HD Graphics 4000,6.0,Intel
Intel® Core™ i7-3615QM Processor,4.0,8.0,2.3,3.3,0.0,FCBGA1224,Laptop,Intel® HD Graphics 4000,6.0,Intel
Intel® Core™ i7-3630QM Processor,4.0,8.0,2.4,3.4,0.0,FCPGA988,Laptop,Intel® HD Graphics 4000,6.0,Intel
Intel® Core™ i7-3632QM Processor,4.0,8.0,2.2,3.2,0.0,N/A,Laptop,Intel® HD Graphics 4000,6.0,Intel
Intel® Core™ i7-3632QM Processor,4.0,8.0,2.2,3.2,0.0,FCPGA988,Laptop,Intel® HD Graphics 4000,6.0,Intel
Intel® Core™ i7-3635QM Processor,4.0,8.0,2.4,3.4,0.0,N/A,Laptop,Intel® HD Graphics 4000,6.0,Intel
Intel® Core™ i7-3720QM Processor,4.0,8.0,2.6,3.6,0.0,FCBGA1224. FCPGA988,Laptop,Intel® HD Graphics 4000,6.0,Intel
Intel® Core™ i7-3740QM Processor,4.0,8.0,2.7,3.7,0.0,FCPGA988,Laptop,Intel® HD Graphics 4000,6.0,Intel
Intel® Core™ i7-3770 Processor,4.0,8.0,3.4,3.9,0.0,FCLGA1155,Desktop,Intel® HD Graphics 4000,8.0,Intel
Intel® Core™ i7-3770K Processor,4.0,8.0,3.5,3.9,0.0,FCLGA1155,Desktop,Intel® HD Graphics 4000,8.0,Intel
Intel® Core™ i7-3770S Processor,4.0,8.0,3.1,3.9,0.0,FCLGA1155,Desktop,Intel® HD Graphics 4000,8.0,Intel
Intel® Core™ i7-3770T Processor,4.0,8.0,2.5,3.7,0.0,FCLGA1155,Desktop,Intel® HD Graphics 4000,8.0,Intel
Intel® Core™ i7-3820 Processor,4.0,8.0,3.6,3.8,0.0,FCLGA2011,Desktop,None,10.0,Intel
Intel® Core™ i7-3820QM Processor,4.0,8.0,2.7,3.7,0.0,FCBGA1224. FCPGA988,Laptop,Intel® HD Graphics 4000,8.0,Intel
Intel® Core™ i7-3840QM Processor,4.0,8.0,2.8,3.8,0.0,FCPGA988,Laptop,Intel® HD Graphics 4000,8.0,Intel
Intel® Core™ i7-3920XM Processor Extreme Edition,4.0,8.0,2.9,3.8,0.0,FCPGA988,Laptop,Intel® HD Graphics 4000,8.0,Intel
Intel® Core™ i7-3940XM Processor Extreme Edition,4.0,8.0,3.0,3.9,0.0,FCPGA988,Laptop,Intel® HD Graphics 4000,8.0,Intel
Intel® Core™ i7-4700EC Processor,4.0,8.0,2.7,0.0,0.0,FCBGA1364,Other,None,8.0,Intel
Intel® Core™ i7-4700EQ Processor,4.0,8.0,2.4,3.4,0.0,FCBGA1364,Other,Intel® HD Graphics 4600,6.0,Intel
Intel® Core™ i7-4700HQ Processor,4.0,8.0,2.4,3.4,0.0,FCBGA1364,Laptop,Intel® HD Graphics 4600,6.0,Intel
Intel® Core™ i7-4700MQ Processor,4.0,8.0,2.4,3.4,0.0,FCPGA946,Laptop,Intel® HD Graphics 4600,6.0,Intel
Intel® Core™ i7-4702EC Processor,4.0,8.0,2.0,0.0,0.0,FCBGA1364,Other,None,8.0,Intel
Intel® Core™ i7-4702HQ Processor,4.0,8.0,2.2,3.2,0.0,FCBGA1364,Laptop,Intel® HD Graphics 4600,6.0,Intel
Intel® Core™ i7-4702MQ Processor,4.0,8.0,2.2,3.2,0.0,FCPGA946,Laptop,Intel® HD Graphics 4600,6.0,Intel
Intel® Core™ i7-4710HQ Processor,4.0,8.0,2.5,3.5,0.0,FCBGA1364,Laptop,Intel® HD Graphics 4600,6.0,Intel
Intel® Core™ i7-4710MQ Processor,4.0,8.0,2.5,3.5,0.0,FCPGA946,Laptop,Intel® HD Graphics 4600,6.0,Intel
Intel® Core™ i7-4712HQ Processor,4.0,8.0,2.3,3.3,0.0,FCBGA1364,Laptop,Intel® HD Graphics 4600,6.0,Intel
Intel® Core™ i7-4712MQ Processor,4.0,8.0,2.3,3.3,0.0,FCPGA946,Laptop,Intel® HD Graphics 4600,6.0,Intel
Intel® Core™ i7-4720HQ Processor,4.0,8.0,2.6,3.6,0.0,FCBGA1364,Laptop,Intel® HD Graphics 4600,6.0,Intel
Intel® Core™ i7-4722HQ Processor,4.0,8.0,2.4,3.4,0.0,FCBGA1364,Laptop,Intel® HD Graphics 4600,6.0,Intel
Intel® Core™ i7-4750HQ Processor,4.0,8.0,2.0,3.2,0.0,FCBGA1364,Laptop,Intel® Iris® Pro Graphics 5200,6.0,Intel
Intel® Core™ i7-4760HQ Processor,4.0,8.0,2.1,3.3,0.0,FCBGA1364,Laptop,Intel® Iris® Pro Graphics 5200,6.0,Intel
Intel® Core™ i7-4765T Processor,4.0,8.0,2.0,3.0,0.0,FCLGA1150,Desktop,Intel® HD Graphics 4600,8.0,Intel
Intel® Core™ i7-4770 Processor,4.0,8.0,3.4,3.9,0.0,FCLGA1150,Desktop,Intel® HD Graphics 4600,8.0,Intel
Intel® Core™ i7-4770HQ Processor,4.0,8.0,2.2,3.4,0.0,FCBGA1364,Laptop,Intel® Iris® Pro Graphics 5200,6.0,Intel
Intel® Core™ i7-4770K Processor,4.0,8.0,3.5,3.9,0.0,FCLGA1150,Desktop,Intel® HD Graphics 4600,8.0,Intel
Intel® Core™ i7-4770R Processor,4.0,8.0,3.2,3.9,0.0,FCBGA1364,Desktop,Intel® Iris® Pro Graphics 5200,6.0,Intel
Intel® Core™ i7-4770S Processor,4.0,8.0,3.1,3.9,0.0,FCLGA1150,Desktop,Intel® HD Graphics 4600,8.0,Intel
Intel® Core™ i7-4770T Processor,4.0,8.0,2.5,3.7,0.0,FCLGA1150,Desktop,Intel® HD Graphics 4600,8.0,Intel
Intel® Core™ i7-4770TE Processor,4.0,8.0,2.3,3.3,0.0,FCLGA1150,Other,Intel® HD Graphics 4600,8.0,Intel
Intel® Core™ i7-4771 Processor,4.0,8.0,3.5,3.9,0.0,FCLGA1150,Desktop,Intel® HD Graphics 4600,8.0,Intel
Intel® Core™ i7-4785T Processor,4.0,8.0,2.2,3.2,0.0,FCLGA1150,Desktop,Intel® HD Graphics 4600,8.0,Intel
Intel® Core™ i7-4790 Processor,4.0,8.0,3.6,4.0,0.0,FCLGA1150,Desktop,Intel® HD Graphics 4600,8.0,Intel
Intel® Core™ i7-4790K Processor,4.0,8.0,4.0,4.4,0.0,FCLGA1150,Desktop,Intel® HD Graphics 4600,8.0,Intel
Intel® Core™ i7-4790S Processor,4.0,8.0,3.2,4.0,0.0,FCLGA1150,Desktop,Intel® HD Graphics 4600,8.0,Intel
Intel® Core™ i7-4790T Processor,4.0,8.0,2.7,3.9,0.0,FCLGA1150,Desktop,Intel® HD Graphics 4600,8.0,Intel
Intel® Core™ i7-4800MQ Processor,4.0,8.0,2.7,3.7,0.0,FCPGA946,Laptop,Intel® HD Graphics 4600,6.0,Intel
Intel® Core™ i7-4810MQ Processor,4.0,8.0,2.8,3.8,0.0,FCPGA946,Laptop,Intel® HD Graphics 4600,6.0,Intel
Intel® Core™ i7-4820K Processor,4.0,8.0,3.7,3.9,0.0,FCLGA2011,Desktop,None,10.0,Intel
Intel® Core™ i7-4850HQ Processor,4.0,8.0,2.3,3.5,0.0,FCBGA1364,Laptop,Intel® Iris® Pro Graphics 5200,6.0,Intel
Intel® Core™ i7-4860HQ Processor,4.0,8.0,2.4,3.6,0.0,FCBGA1364,Laptop,Intel® Iris® Pro Graphics 5200,6.0,Intel
Intel® Core™ i7-4870HQ Processor,4.0,8.0,2.5,3.7,0.0,FCBGA1364,Laptop,Intel® Iris® Pro Graphics 5200,6.0,Intel
Intel® Core™ i7-4900MQ Processor,4.0,8.0,2.8,3.8,0.0,FCPGA946,Laptop,Intel® HD Graphics 4600,8.0,Intel
Intel® Core™ i7-4910MQ Processor,4.0,8.0,2.9,3.9,0.0,FCPGA946,Laptop,Intel® HD Graphics 4600,8.0,Intel
Intel® Core™ i7-4930MX Processor Extreme Edition,4.0,8.0,3.0,3.9,0.0,FCPGA946,Laptop,Intel® HD Graphics 4600,8.0,Intel
Intel® Core™ i7-4940MX Processor Extreme Edition,4.0,8.0,3.1,4.0,0.0,N/A,Laptop,Intel® HD Graphics 4600,8.0,Intel
Intel® Core™ i7-4950HQ Processor,4.0,8.0,2.4,3.6,0.0,FCBGA1364,Laptop,Intel® Iris® Pro Graphics 5200,6.0,Intel
Intel® Core™ i7-4960HQ Processor,4.0,8.0,2.6,3.8,0.0,FCBGA1364,Laptop,Intel® Iris® Pro Graphics 5200,6.0,Intel
Intel® Core™ i7-4980HQ Processor,4.0,8.0,2.8,4.0,0.0,FCBGA1364,Laptop,Intel® Iris® Pro Graphics 5200,6.0,Intel
Intel® Core™ i7-5700EQ Processor,4.0,8.0,2.6,3.4,0.0,FCBGA1364,Other,None,6.0,Intel
Intel® Core™ i7-5700HQ Processor,4.0,8.0,2.7,3.5,0.0,FCBGA1364,Laptop,Intel® Iris® Pro Graphics 6200,6.0,Intel
Intel® Core™ i7-5750HQ Processor,4.0,8.0,2.5,3.4,0.0,FCBGA1364,Laptop,Intel® Iris® Pro Graphics 6200,6.0,Intel
Intel® Core™ i7-5775C Processor,4.0,8.0,3.3,3.7,0.0,FCLGA1150,Desktop,Intel® Iris® Pro Graphics 6200,6.0,Intel
Intel® Core™ i7-5775R Processor,4.0,8.0,3.3,3.8,0.0,FCBGA1364,Desktop,Intel® Iris® Pro Graphics 6200,6.0,Intel
Intel® Core™ i7-5850EQ Processor,4.0,8.0,2.7,3.4,0.0,FCBGA1364,Other,Intel® Iris® Pro Graphics 6200,6.0,Intel
Intel® Core™ i7-5850HQ Processor,4.0,8.0,2.7,3.6,0.0,FCBGA1364,Laptop,Intel® Iris® Pro Graphics 6200,6.0,Intel
Intel® Core™ i7-5950HQ Processor,4.0,8.0,2.9,3.8,0.0,FCBGA1364,Laptop,Intel® Iris® Pro Graphics 6200,6.0,Intel
Intel® Core™ i7-6700 Processor,4.0,8.0,3.4,4.0,0.0,FCLGA1151,Desktop,Intel® HD Graphics 530,8.0,Intel
Intel® Core™ i7-6700HQ Processor,4.0,8.0,2.6,3.5,0.0,FCBGA1440,Laptop,Intel® HD Graphics 530,6.0,Intel
Intel® Core™ i7-6700K Processor,4.0,8.0,4.0,4.2,0.0,FCLGA1151,Desktop,Intel® HD Graphics 530,8.0,Intel
Intel® Core™ i7-6700T Processor,4.0,8.0,2.8,3.6,0.0,FCLGA1151,Desktop,Intel® HD Graphics 530,8.0,Intel
Intel® Core™ i7-6700TE Processor,4.0,8.0,2.4,3.4,0.0,FCLGA1151,Other,Intel® HD Graphics 530,8.0,Intel
Intel® Core™ i7-6770HQ Processor,4.0,8.0,2.6,3.5,0.0,FCBGA1440,Laptop,Intel® Iris® Pro Graphics 580,6.0,Intel
Intel® Core™ i7-6785R Processor,4.0,8.0,3.3,3.9,0.0,N/A,Desktop,Intel® Iris® Pro Graphics 580,8.0,Intel
Intel® Core™ i7-6820EQ Processor,4.0,8.0,2.8,3.5,0.0,FCBGA1440,Other,Intel® HD Graphics 530,8.0,Intel
Intel® Core™ i7-6820HK Processor,4.0,8.0,2.7,3.6,0.0,FCBGA1440,Laptop,Intel® HD Graphics 530,8.0,Intel
Intel® Core™ i7-6820HQ Processor,4.0,8.0,2.7,3.6,0.0,FCBGA1440,Laptop,Intel® HD Graphics 530,8.0,Intel
Intel® Core™ i7-6822EQ Processor,4.0,8.0,2.0,2.8,0.0,FCBGA1440,Other,Intel® HD Graphics 530,8.0,Intel
Intel® Core™ i7-6870HQ Processor,4.0,8.0,2.7,3.6,0.0,FCBGA1440,Laptop,Intel® Iris® Pro Graphics 580,8.0,Intel
Intel® Core™ i7-6920HQ Processor,4.0,8.0,2.9,3.8,0.0,FCBGA1440,Laptop,Intel® HD Graphics 530,8.0,Intel
Intel® Core™ i7-6970HQ Processor,4.0,8.0,2.8,3.7,0.0,FCBGA1440,Laptop,Intel® Iris® Pro Graphics 580,8.0,Intel
Intel® Core™ i7-720QM Processor,4.0,8.0,1.6,2.8,0.0,PGA988,Laptop,None,6.0,Intel
Intel® Core™ i7-740QM Processor,4.0,8.0,1.73,2.93,0.0,PGA988,Laptop,None,6.0,Intel
